"Sygnatura czasowa","Płeć","Wiek","Wykształcenie","Z jakich form nauki korzystasz?","Jak oceniasz poziom nauki informatyki w szkole?","Czy uważasz, że twój nauczyciel/ka z informatyki miał/a wystarczające kwalifikacje do nauki tego przedmiotu?","Które zagadnienia były omawiane na Twoich lekcjach informatyki? ","Czy uważasz, że darmowa platforma e-learningowa pomagająca w nauce do matury z informatyki jest potrzebna?","Czy przystępowałeś już do egzaminu maturalnego?","Czy roważałeś/aś kiedykolwiek związanie swojej kariery zawodowej z branżą IT?","Czy rozważałeś/aś podejście do matury w przyszłości?","Czy przystępowałeś do matury z informatyki?","Jeśli nie przystępowałeś do matury z informatyki, to dlaczego?","Do klasy o jakim profilu chodzisz?","Czy rozważasz swoją przyszłą karierę w IT?","Jakie przedmioty rozszerzone planujesz wybrać?","Czy uważasz, że zajęcia w szkole wystarczą do dobrego przygotowania do matury z informatyki?","Czy miałeś/aś możliwość wybrania rozszerzenia z informatyki? Czy w Twojej szkole istnieje klasa o profilu informatycznym?","Czy korzystasz z korepetycji z informatyki?","Jak często korzystałeś/aś lub korzystasz z podręcznika do informatyki?","Przygotowując się do tej matury jak często korzystałeś/aś lub korzystasz z materiałów dostępnych w internecie?","Jak oceniasz dostępność i jakość materiałów do nauki do matury z informatyki?","Czy materiały z których korzystasz są dostępne bezpłatnie?"
"2023/01/06 3:06:11 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (płatne)","3","Nie","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","1","3","2","Tak"
"2023/01/06 3:07:49 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Strony i platformy e-learningowe","2","Nie","Programy graficzne (Paint, Gimp);Schematy blokowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","","Tak","Matematyka","Nie","Nie","Nie","2","4","1","Tak"
"2023/01/06 3:12:51 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne)","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","1","4","2","W większości tak"
"2023/01/06 3:17:39 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne)","1","Nie","Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Nie","Nie","2","4","2","W większości tak"
"2023/01/06 3:20:39 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne)","2","Nie","Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka","Nie","Nie","Nie","2","5","2","W większości tak"
"2023/01/06 4:10:35 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Kursy online (bezpłatne)","2","Nie","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","","Matematyka","Nie","Nie","Nie","2","3","2","W większości tak"
"2023/01/06 4:15:22 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Kursy online (bezpłatne)","1","Nie","Obsługa edytorów tekstowych (Word);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Nie","Nie","1","4","1","Tak"
"2023/01/06 4:17:03 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy stacjonarne","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka;Fizyka","Nie","Nie","Nie","1","4","1","W większości tak"
"2023/01/06 4:19:09 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Korepetycje;Kursy online (bezpłatne)","1","Nie","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka;Fizyka","Nie","Nie","Nie","1","5","1","Różnie"
"2023/01/06 4:22:50 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Kursy online (płatne);Kursy online (bezpłatne);Kursy stacjonarne","1","Nie","Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka;Fizyka","Nie","Nie","Nie","1","4","1","Różnie"
"2023/01/06 4:24:46 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","1","4","1","Różnie"
"2023/01/06 5:43:03 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Korepetycje;Kursy online (płatne)","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Bazy danych (Access);Schematy blokowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","","Matematyka;Fizyka","Nie","Tak","Nie","2","3","2","Różnie"
"2023/01/06 5:46:17 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne)","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","2","4","3","Różnie"
"2023/01/06 5:48:01 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","1","4","2","Różnie"
"2023/01/06 5:52:37 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Korepetycje;Kursy stacjonarne","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Tak","Matematyka;Fizyka","Nie","Tak","Tak","1","4","2","Różnie"
"2023/01/06 7:48:19 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne)","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nie jest to temat który mnie interesuje ","","","","","","","","","",""
"2023/01/06 10:05:50 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne);Strony i platformy e-learningowe","4","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","5","2","W większości tak"
"2023/01/06 11:09:28 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne)","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","1","4","2","Różnie"
"2023/01/06 11:51:07 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne)","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","1","2","3","Różnie"
"2023/01/06 11:53:13 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne)","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","1","4","3","Tak"
"2023/01/06 11:56:45 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","2","4","3","Tak"
"2023/01/06 11:58:46 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Strony i platformy e-learningowe","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka;angielski, polski","Nie","Nie","Nie","2","4","2","Tak"
"2023/01/07 12:02:59 AM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Strony i platformy e-learningowe","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","2","4","2","W większości tak"
"2023/01/07 12:05:24 AM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Tutoriale na YT;Strony i platformy e-learningowe","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Bazy danych (Access)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","2","4","2","Tak"
"2023/01/07 12:08:19 AM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (liceum)","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Bazy danych (Access)","Tak, ale sam bym z niej nie korzystał/a","Tak","","","Nie","Bo wolałem skupić sie na fizyce. Ona liczy się na zdecydowaną większośc kierunków informatycznych.","","","","","","","","","",""
"2023/01/07 7:15:07 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (bezpłatne)","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","5","3","Tak"
"2023/01/07 12:06:14 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Kursy stacjonarne","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Nie","Fizyka;Biologia chemia ","Nie dotyczy","Tak","Nie","1","4","1","Tak"
"2023/01/07 12:13:15 PM CET","Kobieta","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje;Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Programowanie (Pascal lub inne);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","językowa","Nie","Angielski ","Nie","Tak","Nie","1","4","3","Różnie"
"2023/01/07 12:14:32 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki","1","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","Informatyka","Nie","Nie","Nie","2","3","2","Różnie"
"2023/01/07 12:35:58 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Kursy online (bezpłatne)","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","ten przedmiot nie był mi potrzebny do studiów","","","","","","","","","",""
"2023/01/07 12:52:24 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Nie, jest wystarczająco dużo takich platform","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","Matematyka","Nie dotyczy","Tak","Nie","2","","",""
"2023/01/07 4:36:24 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","1","3","1","W większości tak"
"2023/01/07 4:37:29 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT","2","Tak","Programowanie (Pascal lub inne);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","1","4","2","Tak"
"2023/01/07 4:38:38 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Kursy online (płatne);Kursy online (bezpłatne)","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","1","4","2","Różnie"
"2023/01/07 4:40:33 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne)","2","Nie","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","2","4","1","Tak"
"2023/01/07 4:45:50 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Tak","Nie","2","4","2","Tak"
"2023/01/07 5:32:00 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Schematy blokowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","1","4","2","Tak"
"2023/01/07 5:36:43 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (płatne);Kursy online (bezpłatne);Kursy stacjonarne;Strony i platformy e-learningowe;Bootcamp'y","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nie czułam się na siłach","","","","","","","","","",""
"2023/01/07 7:18:59 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Matematyka;Fizyka","Nie","Nie","Nie","1","3","2","Tak"
"2023/01/07 7:22:18 PM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Nie korzystam","3","Nie","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","","","","","","","","","","",""
"2023/01/07 7:30:17 PM CET","Mężczyzna","18-26 lat","Średnie (technikum)","Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne)","4","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Tak","","","Tak","","","","","","","Nie","1","4","3","W większości tak"
"2023/01/07 7:51:57 PM CET","Kobieta","18-26 lat","Średnie (technikum)","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Technik informatyk ","Tak","Informatyka;Matematyka;Angielski ","Nie","Tak","Nie","1","5","3","W większości tak"
"2023/01/07 7:59:59 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Kursy online (płatne)","2","Tak","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Technik informatyk","Tak","Informatyka","Nie","Tak","Tak","5","3","2","W większości tak"
"2023/01/07 8:16:23 PM CET","Mężczyzna","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Tak","","","Tak","","","","","","","Nie","2","5","3","W większości tak"
"2023/01/07 9:05:44 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne)","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Technik informatyk","Tak","Informatyka;Matematyka","Nie","Tak","Nie","3","5","3","Tak"
"2023/01/07 9:48:36 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel);SQL;Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","3","5","4","Tak"
"2023/01/08 2:28:34 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","informatyka","Tak","Informatyka;Matematyka;Angielski","Nie","Tak","Nie","1","4","3","W większości tak"
"2023/01/08 10:39:55 PM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","4","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Może","Matematyka;Fizyka;Chemia","Nie dotyczy","Tak","Nie","1","5","4","Tak"
"2023/01/09 1:27:35 AM CET","Kobieta","18-26 lat","Średnie (technikum)","Tutoriale na YT;Korepetycje","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Technik informatyk ","Tak","Matematyka","Nie","Tak","Tak","3","","2","W większości tak"
"2023/01/09 5:03:10 PM CET","Kobieta","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","4","Tak","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka;Fizyka;Język angielski","Tak","Tak","Nie","1","4","2","W większości tak"
"2023/01/09 9:29:40 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Cyberbezpieczeństwo","","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","","Nie","Nie","Nie","2","","",""
